rowIndex,ClaimAmount
0,1104.7691396535895
1,1045.2187902324645
2,602.4638685387
3,1530.7566439499524
4,1085.2953413390644
5,1233.149336414016
6,949.0314848092524
7,1049.9024101766668
8,1177.9781419847384
9,1090.5976126609667
10,1389.9619310353432
11,993.9687182976003
12,1497.7147228721012
13,919.53118653331
14,991.2168860600362
15,1271.5207798019387
16,1256.8418797696834
17,1365.990027143967
18,1030.7466988894175
19,1433.7570443277216
20,966.1952405338623
21,1249.1626698634002
22,852.3177928632666
23,1291.5987625739988
24,1258.695484644667
25,815.7622647878648
26,1055.1884702629013
27,1163.7713337864009
28,1145.4861650401785
29,1954.923300068767
30,1417.263317088262
31,993.4668781435724
32,1057.2695069398135
33,1250.2105169245335
34,1325.429623633574
35,1044.8925394823202
36,1625.4967084801963
37,1741.342324644038
38,794.5048164047666
39,1231.0243190439332
40,1467.2208316809338
41,1824.3708519733364
42,1742.6095235223777
43,1299.783353603998
44,1805.8259814686503
45,1692.806461210273
46,914.0387191011719
47,1375.0462085143602
48,1000.1962113500666
49,1230.188721641333
50,780.1213101313324
51,1301.4156142202942
52,1206.8790583292582
53,1399.9382814387998
54,792.8149683248308
55,1195.3697867849585
56,991.6930449969623
57,1173.7441668517097
58,1720.5888721161662
59,1146.6034276885578
60,1389.0147766433502
61,1027.5773174759431
62,1073.7542681113266
63,1055.9598984063332
64,1107.2284530665006
65,1166.247264997878
66,1174.7380091587202
67,1439.725853991448
68,1656.8946579428718
69,921.3720357759375
70,1093.0498002557752
71,1610.456733003714
72,1550.9855010176004
73,1354.2889357980193
74,1695.1970739199064
75,1136.3748613053579
76,1688.1994309595002
77,855.1084993667354
78,1337.9221559957002
79,943.7953817944114
80,1377.8408910607757
81,1168.9497420757666
82,1427.5651377519669
83,1029.5538035218365
84,1493.7753308295503
85,1246.1284832874446
86,1339.6689249233843
87,1106.5013578134376
88,1421.840362459267
89,1202.2926065200338
90,2106.9171050625337
91,1485.6275021206663
92,1889.6697194648568
93,1697.5336478013485
94,1465.7881400056317
95,1359.5991313077323
96,1169.890002849923
97,1312.341669416733
98,1187.547368495302
99,1600.1918623662857
100,1071.803713769295
101,925.3117811503165
102,870.2698515964953
103,737.5514622242666
104,2069.0308509769275
105,1229.6363679892067
106,840.2094387059758
107,833.1464040089414
108,1391.0711855634
109,1127.5361379345827
110,941.6913571684834
111,1530.4947208630338
112,1491.0922358670668
113,1680.0785056489997
114,1030.1260362845144
115,967.0596221155927
116,1702.890754525667
117,776.8098300473237
118,1041.2611379337216
119,1370.0348824689804
120,1471.407028422533
121,1066.6725845153333
122,1239.4498244898239
123,1978.1121252238286
124,1171.7584176583669
125,1281.9729257371669
126,1617.403561536388
127,869.5233206477501
128,1112.3139626749623
129,1142.2733828034836
130,1110.0888179228996
131,1359.2618473173713
132,787.99299265954
133,1311.3229181955528
134,1192.3992628213716
135,1241.352650883061
136,1669.782611537611
137,1393.6091974208998
138,811.7400037636418
139,1183.6474784356828
140,1591.5967841925499
141,1014.8510155199754
142,888.821370126319
143,1494.0108964177668
144,993.1860754730067
145,1563.790820425
146,1288.5135277000338
147,1345.5367632375328
148,1347.0295775935238
149,1189.0774088932915
150,1540.8118084072996
151,1386.1545382519005
152,1758.1342957561383
153,1346.6445218434333
154,1388.3863543427956
155,1159.8391004184853
156,828.7483456521167
157,980.0809240985296
158,1407.0888947069302
159,834.1624527898639
160,931.4914427405171
161,866.6293941619671
162,1839.4116766930151
163,926.566287365134
164,2054.2571415587668
165,666.9239547616047
166,1091.1481745843432
167,1606.1008543676735
168,1529.6087763564713
169,1153.0514594714284
170,1537.4764360640665
171,2315.5195822887517
172,1265.604827570907
173,1296.2576803032475
174,1276.0720432285666
175,1210.719316105829
176,1215.4308066493836
177,1170.9558125932404
178,1220.4656060113914
179,1476.7059769449327
180,1847.9334606233242
181,1258.8009656916702
182,1535.6610209812286
183,1420.6574469507718
184,1179.7120325519
185,885.2927198347465
186,963.1792761236479
187,1238.6417230703335
188,1291.2158564403328
189,1407.0811105814898
190,1282.8537021881284
191,934.764224928467
192,985.1747729965833
193,839.2316207255664
194,1457.8848147124163
195,1070.6808482638085
196,1920.1123342436385
197,1116.2274784712667
198,1207.4294579173004
199,975.8520403693332
200,1231.5679722623497
201,1278.5875293518998
202,976.2181784757165
203,1390.9409818622166
204,750.8492524954671
205,1240.6377653474672
206,1840.4702407905538
207,1391.1012313380834
208,1382.466529038195
209,1092.3857853112756
210,1011.7316033474714
211,1440.0215565627832
212,872.9044610309505
213,850.3476217490492
214,2329.0784327127335
215,1399.1418442980837
216,1241.7081284443332
217,1372.2120155520797
218,1467.8639999866903
219,1342.55879859465
220,1330.7885823559927
221,966.5738579042862
222,1905.122457057651
223,1373.1382839270696
224,1768.9109790175883
225,1176.6323014708012
226,897.1508939493206
227,1089.0426982758565
228,1162.4012729063995
229,1236.1455607394955
230,1353.1788011617946
231,965.7307972634841
232,1242.1494031327802
233,1376.1314402430671
234,1072.7414530302
235,1011.0250573625563
236,2133.2676230327165
237,1454.257967179185
238,1310.4473470021667
239,1249.1634794288168
240,1031.80878595335
241,1283.8180629815004
242,1268.7825059175668
243,1341.4394879127408
244,750.8492524954671
245,1261.6324512505237
246,1362.5479778910005
247,1532.9174483268594
248,1092.3658644498669
249,1131.6405342586584
250,1271.8289275653342
251,942.9456454673667
252,1311.2400487006462
253,1260.9584453137513
254,856.4056769727332
255,1156.6357059759048
256,1190.7891311441122
257,1291.5079426253474
258,1059.683497493667
259,875.0211942265672
260,836.0195572991638
261,926.6299516972857
262,1446.755877780335
263,1713.1174982894663
264,2209.214277124365
265,1342.316001920183
266,2459.2249303521817
267,1434.9605992052134
268,1387.9015322320902
269,1275.7758065307664
270,1539.67079609825
271,1226.1247674431138
272,1367.1088772647997
273,1486.6792732748997
274,2495.178851386882
275,1370.2176586087164
276,1025.8298052012806
277,1263.2499835271667
278,1097.7011561792713
279,1307.4274911293005
280,1313.1390510170002
281,1420.6574469507718
282,992.6714949200837
283,1056.213246663867
284,1824.6425600416676
285,1546.0322550423232
286,2003.8036542247658
287,927.9157381046505
288,1849.252025321767
289,1389.0181368591666
290,1052.8241275359835
291,1278.309680667933
292,1922.8628652686666
293,2419.932984539335
294,1657.2839352719304
295,1464.5012533083336
296,1131.9040805544996
297,1251.7053682553183
298,1153.8557585200147
299,1894.2380511036513
300,1457.6831900595475
301,1685.7309924945441
302,1321.7969842772834
303,1285.559992392367
304,852.7329842683611
305,1148.3780156965865
306,1897.0046706478997
307,1874.2448509830335
308,1369.5340382157506
309,1146.9703780840243
310,1482.47047945091
311,740.8227602494542
312,1273.0343427157504
313,896.1447398986427
314,865.0117700139417
315,1536.2909397298374
316,1282.1264282188654
317,1065.934156400167
318,1355.3822011216669
319,1200.3827129510707
320,650.4276632569253
321,1088.584903074579
322,1835.894749259333
323,1272.453638136224
324,1787.7513401215715
325,990.2743217373235
326,1312.9798340321504
327,1272.369705213133
328,1128.4503580833289
329,987.9865778679648
330,1455.762067599333
331,687.7848061684334
332,1617.8701280278194
333,1524.3363085214387
334,1107.2558831063084
335,1310.9582548528665
336,1657.852560800417
337,971.6269090023815
338,1239.0123087019595
339,1494.0639238040596
340,1782.4012410042862
341,1534.117096738485
342,1203.712610708538
343,989.8158894045865
344,1075.0899248408666
345,1761.155742868234
346,1614.6115349793065
347,1198.5604249417192
348,1238.5135734669996
349,778.0323364454998
350,1157.0166480360665
351,1158.0441827835116
352,1346.8315061062112
353,1299.530108674692
354,1260.4844656328498
355,1354.7516886287497
356,1359.873573263566
357,1573.9972175134856
358,1282.2630780256668
359,1773.3219561317162
360,1449.7723167095912
361,971.8448457149832
362,1078.4162154183803
363,1329.004927578316
364,1252.1622774596065
365,934.9011790707495
366,1036.2231651769478
367,1806.5899641778328
368,1272.3768844295137
369,1081.8451340666659
370,1118.4298330157478
371,1202.8787249338673
372,786.9824326631949
373,1467.4477649669666
374,1406.0293364853474
375,1321.1631437119995
376,1563.3895073080475
377,811.7400037636418
378,1861.9775817054624
379,1203.8300577039336
380,1093.8630900250666
381,1134.6233240843
382,1330.7631696477665
383,1353.08940196005
384,1525.6627356953
385,779.7108893538657
386,1408.7996288214333
387,865.0062026959667
388,934.6930001309331
389,1258.6611306346601
390,1190.4866789470166
391,1503.8740909631788
392,1045.2187902324645
393,924.7017682876094
394,1735.8646187419995
395,2106.796394270833
396,1087.1564711322862
397,1805.7780219027718
398,816.0049511353999
399,1419.7856718627665
400,1372.4368177420902
401,1534.821635852595
402,1595.617394202467
403,1332.0046611419666
404,1272.307197248125
405,1775.502258683549
406,1620.415900604017
407,1556.0229693934773
408,1287.9917351647334
409,1226.4081492911096
410,907.4771266841743
411,1909.3122354412671
412,1390.708717108566
413,1821.4418084058852
414,2058.665472652223
415,1237.9605299093664
416,1125.898281338643
417,1402.8154249446334
418,1286.3850639152613
419,802.6411517181086
420,1324.6906257097005
421,2045.105724855481
422,1558.0512377261455
423,1889.9310339633334
424,1296.9972957456664
425,1236.8528573434337
426,1290.9257161567666
427,1205.3070635776326
428,1309.5191073168808
429,1135.7178828002666
430,780.3935899163333
431,1067.5605209864664
432,1492.9440216889875
433,1420.4230728781386
434,1712.0727094001593
435,1256.6376886365501
436,977.384009450867
437,799.1820679812336
438,1553.0973122213002
439,1872.085040603167
440,1447.2553431415001
441,1275.7017954716337
442,1516.7853944804115
443,1922.8739167265999
444,1171.650672737267
445,1869.9714294480862
446,1899.2697414353877
447,1633.8707869656998
448,1285.218329170517
449,1100.492447728133
450,1454.4928520431724
451,814.8912359904836
452,1285.0580456954997
453,755.1833229534977
454,1483.9866582740337
455,1182.9245693044668
456,1155.1295786105902
457,789.1017270235193
458,1060.188695655626
459,1214.0433347847702
460,1649.881818326376
461,654.4621631961086
462,1052.0986475214763
463,1554.4103621024333
464,1499.179968085017
465,1114.4308557166996
466,1487.0356779414994
467,830.8358316055471
468,1201.8713664736429
469,1717.6065097317196
470,1253.1629687164336
471,1335.3545057389003
472,1733.8306862936056
473,1244.478098534714
474,820.1351072780535
475,2095.289312536967
476,1719.5367501719084
477,1741.3209932569835
478,764.0934476767693
479,1834.7744579555997
480,1369.7954452554668
481,882.1592928586065
482,1069.3685915922058
483,1494.1708477441834
484,1374.210220394766
485,1283.5832282217168
486,1350.8097706486017
487,920.6927437292637
488,1144.3305735455974
489,829.6772734982002
490,1382.8122950481868
491,1522.2151778836499
492,986.8787375255291
493,1211.1620491834196
494,1218.4862739746284
495,1533.803603303566
496,1344.3184847689786
497,792.6193738655235
498,1738.3709487522892
499,1185.177089484281
500,1034.2482955334165
501,1358.5221824825223
502,1027.9092669145136
503,1477.481067153933
504,1107.9637402593087
505,1396.3807744332507
506,1702.6140410406667
507,1434.7970506680233
508,1502.9719559072835
509,1292.7655635415833
510,1668.1710293268995
511,1726.4147965229336
512,984.4066031679286
513,860.8383874687937
514,1540.3959695751753
515,1348.1329583717784
516,1423.5239443634218
517,2590.580300164032
518,1371.8653139298337
519,949.9576871415
520,1088.000279583831
521,1850.4365798856668
522,777.2021770598616
523,1758.7205350815002
524,1159.3324062140166
525,1118.6051232116856
526,1537.0762292811664
527,2233.7693269976503
528,1522.089289010155
529,833.2324924517833
530,1322.9105747406668
531,1135.0296107570002
532,1293.446356571667
533,1489.235911772288
534,1056.7179552478565
535,1894.887269257
536,1030.9143276586885
537,1179.2931772258833
538,1207.531838606198
539,1324.5429992548188
540,1491.8254726673001
541,1034.9015645662857
542,1399.1707655125006
543,1205.1372163881645
544,913.9062451293692
545,1589.1981511730835
546,1289.1153236094722
547,1429.9210395420907
548,1170.7410422540838
549,1599.8557454757836
550,1450.3277781329907
551,739.8501219432719
552,1546.0473299628325
553,697.1707131369433
554,1721.52561018259
555,1081.731816094095
556,801.761162702975
557,1151.7647872297428
558,956.6225160043141
559,1001.2112877149477
560,1407.9156747446086
561,674.8686477000549
562,1202.1579987761666
563,1583.1112795423
564,1083.7769377984496
565,1883.7712173896114
566,1232.0543284885441
567,809.0074496543003
568,1379.5478085166146
569,1379.5363342452738
570,1265.5111679475547
571,1248.2104106751067
572,1393.6401158972099
573,1153.235886457922
574,1841.8499782731233
575,1548.4593944650505
576,1388.0916314814335
577,2234.5321251044097
578,890.7576875469179
579,1696.7444712145877
580,1051.6602941927415
581,1079.0668113353834
582,1201.8746897251992
583,1402.062705217633
584,1563.8871808846006
585,1188.9154214892612
586,1782.7763266527338
587,1688.5048083348388
588,1429.5357567844067
589,1048.0941170379335
590,1337.7763535658835
591,1132.2614004657312
592,950.3334853322664
593,1365.3922729136852
594,2272.0187944265026
595,1183.4291649207335
596,1117.8488404596335
597,1144.2009412473003
598,949.4158927887001
599,1051.7430613991908
600,1205.4249177839336
601,1522.2421884106586
602,1487.558639640134
603,1641.2933798457168
604,1320.4567641721567
605,1289.7742071227565
606,1339.373730402866
607,1327.7298486786335
608,1337.1635547054657
609,720.2470987932896
610,676.0818259612242
611,1986.2534290072333
612,1123.9870174681832
613,1545.4240861477663
614,1589.2256776704698
615,527.0100636458919
616,1668.636131225286
617,1149.4268690340673
618,1589.1874655914714
619,1283.7611142336
620,1342.9615932060735
621,1520.9873077858458
622,1164.8200073080138
623,1468.044757949049
624,1259.8148446276673
625,865.306441058452
626,1003.0806714530537
627,1270.9682198717533
628,1247.28817847011
629,1055.9460747598337
630,1137.945684872886
631,1178.363133161
632,1486.3825463138005
633,1686.403873224412
634,1499.7654431008955
635,1450.7309256654166
636,1098.122421856912
637,1259.4637894091168
638,1389.2517828715072
639,1885.997753358118
640,2033.6345478145993
641,1268.2201512401668
642,1239.6743885454005
643,1515.536171689067
644,1451.2254773898367
645,1165.0532447755886
646,1175.4699130555352
647,1355.2244841910017
648,1186.1954110303338
649,1173.1374960740666
650,1665.589500482962
651,969.7478751994666
652,1384.1700563451327
653,1313.4697298177007
654,1131.584705429467
655,1250.055062669018
656,748.0779646062738
657,1124.4479233140096
658,1207.0562833361664
659,1278.9824526558166
660,1821.6430355127502
661,982.961021460476
662,1009.5987200660478
663,909.0705494785087
664,593.7346393854882
665,1009.360961926467
666,697.3161620695835
667,1193.7775051815197
668,1385.6300801767034
669,951.2889473203905
670,1262.203114568349
671,1353.2085818240666
672,1401.2744194972565
673,1469.6293992888332
674,824.3301391637151
675,1476.4069359153027
676,1989.0246708539753
677,1320.8508798550827
678,1796.5775621582486
679,1197.3351586206386
680,1541.5174981251548
681,1467.2208316809338
682,1134.9644988630193
683,1536.8593470437581
684,1082.8603170793667
685,1118.172788708667
686,910.8944531284949
687,622.4764241619249
688,1595.0119904583
689,2058.833910061481
690,1078.2405352238209
691,1026.691148889523
692,1263.2562405076644
693,968.1003225443
694,1257.211690408132
695,1207.59364510875
696,1006.2891403046665
697,653.1206341829
698,1524.9442891164924
699,972.247668518831
700,1126.2275707695956
701,1876.191243391966
702,1437.9717720983326
703,1552.763953954052
704,1025.5031587462001
705,976.9965930075051
706,1238.5424723379665
707,1031.1481116282948
708,1407.8895678947283
709,877.4020715441598
710,1450.883171815003
711,1390.3175198970646
712,1308.2769077361168
713,670.8138633910534
714,1435.6797275105994
715,1324.3159279385663
716,758.2403414123996
717,920.2640731890667
718,1069.361731235514
719,1309.7997723102662
720,2116.091792071605
721,1390.3105683474005
722,1055.1304318688835
723,1410.2112051379454
724,1074.5409792122528
725,794.3367414771284
726,1270.4978326179364
727,1401.3642335798331
728,1189.98861620779
729,856.4716085071254
730,1093.0565353132451
731,1230.2854541496092
732,1432.8672178754337
733,1609.0069284789488
734,1207.4815183844503
